...1,election,state,year,pollName,endDate,numberOfRespondents,democratic,republican,electionDate,startDate,someoneElse,undecided,refuseToAnswer,populationType,Mode,check,finalTwoPartyVSDemocratic,finalTwoPartyVSRepublican
3703,Sen,AZ,2006,Ariz. State,2006-09-24,968,38,49,2006-11-07,NA,NA,NA,NA,LV,NA,NA,44.91945477,55.08054523
3704,Sen,AZ,2006,Harstad Strategic Res. (D),2006-09-06,897,41,47,2006-11-07,NA,NA,NA,NA,LV,NA,NA,44.91945477,55.08054523
3705,Sen,AZ,2006,Ariz. State,2006-08-29,937,36,46,2006-11-07,NA,NA,NA,NA,RV,NA,NA,44.91945477,55.08054523
3706,Sen,AZ,2006,Behavior Res. Ctr,2006-07-21,726,27,45,2006-11-07,NA,NA,NA,NA,RV,NA,NA,44.91945477,55.08054523
3707,Sen,AZ,2006,SurveyUSA,2006-07-16,630,40,52,2006-11-07,NA,NA,NA,NA,RV,NA,NA,44.91945477,55.08054523
3708,Sen,AZ,2006,Ariz. State,2006-06-18,502,29,43,2006-11-07,NA,NA,NA,NA,RV,NA,NA,44.91945477,55.08054523
3709,Sen,AZ,2006,Behavior Res. Ctr,2006-05-09,730,33,40,2006-11-07,NA,NA,NA,NA,RV,NA,NA,44.91945477,55.08054523
3710,Sen,AZ,2006,SurveyUSA,2006-05-07,669,37,52,2006-11-07,NA,NA,NA,NA,RV,NA,NA,44.91945477,55.08054523
3711,Sen,AZ,2006,Ariz. State,2006-04-23,501,31,42,2006-11-07,NA,NA,NA,NA,RV,NA,NA,44.91945477,55.08054523
3712,Sen,AZ,2006,Rasmussen,2006-03-30,600,33,56,2006-11-07,NA,NA,NA,NA,LV,NA,NA,44.91945477,55.08054523
3713,Sen,AZ,2006,SurveyUSA,2006-02-26,689,33,57,2006-11-07,NA,NA,NA,NA,RV,NA,NA,44.91945477,55.08054523
3714,Sen,AZ,2006,Behavior Res. Ctr,2006-01-13,648,26,55,2006-11-07,NA,NA,NA,NA,RV,NA,NA,44.91945477,55.08054523
3715,Sen,AZ,2006,Behavior Res. Ctr,2005-10-28,638,30,54,2006-11-07,NA,NA,NA,NA,RV,NA,NA,44.91945477,55.08054523
3716,Sen,AZ,2006,Ariz. State,2005-10-23,503,28,50,2006-11-07,NA,NA,NA,NA,RV,NA,NA,44.91945477,55.08054523
3717,Sen,CA,2006,Polimetrix,2006-11-05,42,61,29,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3718,Sen,CA,2006,Datamar Inc,2006-11-05,791,54,38,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3719,Sen,CA,2006,SurveyUSA,2006-11-04,652,60,31,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3720,Sen,CA,2006,Field Poll,2006-10-30,890,55,33,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3721,Sen,CA,2006,Polimetrix,2006-10-27,963,57,39,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3722,Sen,CA,2006,SurveyUSA,2006-10-25,607,59,33,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3723,Sen,CA,2006,Los Angeles Times,2006-09-28,1052,54,36,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3724,Sen,CA,2006,Mason-Dixon,2006-09-28,724,53,23,2006-11-07,NA,NA,NA,NA,RV,NA,NA,62.92218105,37.07781895
3725,Sen,CA,2006,SurveyUSA,2006-09-26,550,55,35,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3726,Sen,CA,2006,Datamar Inc,2006-09-15,419,49,38.1,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3727,Sen,CA,2006,Rasmussen,2006-09-07,600,58,35,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3728,Sen,CA,2006,SurveyUSA,2006-08-27,624,56,34,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3729,Sen,CA,2006,Rasmussen,2006-08-22,600,56,34,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3730,Sen,CA,2006,The Field Poll,2006-07-23,859,56,34,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3731,Sen,CA,2006,Public Policy Institute of California,2006-07-18,206,42,21,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3732,Sen,CA,2006,Rasmussen,2006-07-05,600,60,33,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3733,Sen,CA,2006,Field Poll,2006-05-31,802,54,28,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3734,Sen,CA,2006,Los Angeles Times,2006-05-25,351,59,30,2006-11-07,NA,NA,NA,NA,RV,NA,NA,62.92218105,37.07781895
3735,Sen,CA,2006,Field Poll,2006-04-10,805,59,31,2006-11-07,NA,NA,NA,NA,LV,NA,NA,62.92218105,37.07781895
3736,Sen,DE,2006,Fairleigh Dickinson University,2006-10-24,602,60,26,2006-11-07,NA,NA,NA,NA,LV,NA,NA,70.97902098,29.02097902
3737,Sen,DE,2006,Fairleigh Dickinson University,2006-09-19,750,63,23,2006-11-07,NA,NA,NA,NA,RV,NA,NA,70.97902098,29.02097902
3738,Sen,FL,2006,Polimetrix,2006-11-05,32,60,34,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3739,Sen,FL,2006,SurveyUSA,2006-11-04,781,59,36,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3740,Sen,FL,2006,Strategic Vision,2006-11-04,187,58,35,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3741,Sen,FL,2006,Zogby,2006-11-02,899,60,39,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3742,Sen,FL,2006,Mason-Dixon,2006-11-01,724,58,34,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3743,Sen,FL,2006,Strategic Vision,2006-10-31,187,59,33,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3744,Sen,FL,2006,"Schroth, Eldon & Associates and the Polling Company",2006-10-25,895,56,30,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3745,Sen,FL,2006,Strategic Vision,2006-10-22,187,58,35,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3746,Sen,FL,2006,Quinnipiac University,2006-10-22,911,64,29,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3747,Sen,FL,2006,Mason-Dixon,2006-10-17,724,57,31,2006-11-07,NA,NA,NA,NA,RV,NA,NA,61.2804878,38.7195122
3748,Sen,FL,2006,SurveyUSA,2006-10-09,614,55,37,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3749,Sen,FL,2006,Quinnipiac,2006-10-08,879,61,33,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3750,Sen,FL,2006,Rasmussen,2006-10-02,600,54,37,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3751,Sen,FL,2006,Strategic Vision,2006-09-24,187,59,31,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3752,Sen,FL,2006,Rasmussen,2006-09-22,600,56,33,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3753,Sen,FL,2006,Mason-Dixon,2006-09-22,724,53,35,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3754,Sen,FL,2006,Research 2000,2006-09-20,699,55,37,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3755,Sen,FL,2006,SurveyUSA,2006-09-13,612,53,38,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3756,Sen,FL,2006,Rasmussen,2006-08-28,600,57,34,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3757,Sen,FL,2006,Strategic Vision,2006-08-27,187,63,20,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3758,Sen,FL,2006,Scroth Eldon & Associates,2006-08-09,895,60,25,2006-11-07,NA,NA,NA,NA,RV,NA,NA,61.2804878,38.7195122
3759,Sen,FL,2006,Rasmussen,2006-07-25,600,61,33,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3760,Sen,FL,2006,Quinnipiac,2006-07-24,350,61,24,2006-11-07,NA,NA,NA,NA,RV,NA,NA,61.2804878,38.7195122
3761,Sen,FL,2006,Strategic Vision,2006-07-23,187,60,22,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3762,Sen,FL,2006,Mason-Dixon,2006-07-21,724,57,29,2006-11-07,NA,NA,NA,NA,AV,NA,NA,61.2804878,38.7195122
3763,Sen,FL,2006,Quinnipiac,2006-06-26,253,59,26,2006-11-07,NA,NA,NA,NA,RV,NA,NA,61.2804878,38.7195122
3764,Sen,FL,2006,Strategic Vision,2006-06-25,187,61,26,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3765,Sen,FL,2006,Quinnipiac,2006-05-22,98,58,25,2006-11-07,NA,NA,NA,NA,RV,NA,NA,61.2804878,38.7195122
3766,Sen,FL,2006,Strategic Vision,2006-05-20,187,56,26,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3767,Sen,FL,2006,Rasmussen,2006-05-15,600,60,33,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3768,Sen,FL,2006,Strategic Vision,2006-04-23,187,56,24,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3769,Sen,FL,2006,Quinnipiac,2006-04-17,1022,56,27,2006-11-07,NA,NA,NA,NA,RV,NA,NA,61.2804878,38.7195122
3770,Sen,FL,2006,Rasmussen,2006-04-10,600,57,27,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3771,Sen,FL,2006,Mason-Dixon,2006-03-29,724,51,35,2006-11-07,NA,NA,NA,NA,AV,NA,NA,61.2804878,38.7195122
3772,Sen,FL,2006,Strategic Vision,2006-03-26,187,56,28,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3773,Sen,FL,2006,University of North Florida,2006-03-13,690,48,28,2006-11-07,NA,NA,NA,NA,RV,NA,NA,61.2804878,38.7195122
3774,Sen,FL,2006,Quinnipiac,2006-02-20,90,53,31,2006-11-07,NA,NA,NA,NA,RV,NA,NA,61.2804878,38.7195122
3775,Sen,FL,2006,Strategic Vision,2006-02-19,187,49,34,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3776,Sen,FL,2006,Rasmussen,2006-02-06,600,49,40,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3777,Sen,FL,2006,Rasmussen,2006-01-03,895,54,31,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3778,Sen,FL,2006,Strategic Vision,2005-11-28,187,48,32,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3779,Sen,FL,2006,Rasmussen,2005-11-14,600,53,36,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3780,Sen,FL,2006,Quinnipiac,2005-11-13,945,55,31,2006-11-07,NA,NA,NA,NA,RV,NA,NA,61.2804878,38.7195122
3781,Sen,FL,2006,Strategic Vision,2005-09-20,187,48,36,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3782,Sen,FL,2006,Quinnipiac,2005-08-29,178,57,33,2006-11-07,NA,NA,NA,NA,RV,NA,NA,61.2804878,38.7195122
3783,Sen,FL,2006,Strategic Vision,2005-08-21,187,47,38,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3784,Sen,FL,2006,Strategic Vision,2005-07-20,187,48,40,2006-11-07,NA,NA,NA,NA,LV,NA,NA,61.2804878,38.7195122
3785,Sen,MA,2006,Polimetrix,2006-11-05,894,67,27,2006-11-07,NA,NA,NA,NA,LV,NA,NA,69.40410616,30.59589384
3786,Sen,MA,2006,University of New Hampshire,2006-10-25,684,66,25,2006-11-07,NA,NA,NA,NA,LV,NA,NA,69.40410616,30.59589384
3787,Sen,MA,2006,Suffolk University,2006-10-23,511,60,26,2006-11-07,NA,NA,NA,NA,LV,NA,NA,69.40410616,30.59589384
3788,Sen,MD,2006,SurveyUSA,2006-11-05,762,49,46,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3789,Sen,MD,2006,Polimetrix,2006-11-05,897,51,45,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3790,Sen,MD,2006,Mason-Dixon,2006-11-03,724,47,44,2006-11-07,NA,NA,NA,NA,RV,NA,NA,55.08586526,44.91413474
3791,Sen,MD,2006,SurveyUSA,2006-11-02,793,47,47,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3792,Sen,MD,2006,Rasmussen,2006-11-01,600,50,45,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3793,Sen,MD,2006,Zogby,2006-10-30,699,49,44,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3794,Sen,MD,2006,Potomac Inc,2006-10-30,895,49,43,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3795,Sen,MD,2006,Rasmussen,2006-10-26,600,50,45,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3796,Sen,MD,2006,Washington Post,2006-10-26,30,54,43,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3797,Sen,MD,2006,Garin-Hart-Yang Research Group,2006-10-24,701,52,40,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3798,Sen,MD,2006,Voter-Consumer Research,2006-10-23,701,41,39,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3799,Sen,MD,2006,SurveyUSA,2006-10-17,797,46,46,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3800,Sen,MD,2006,Rasmussen,2006-10-12,600,53,44,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3801,Sen,MD,2006,Public Opinion Strategies,2006-10-04,895,47,43,2006-11-07,NA,NA,NA,NA,RV,NA,NA,55.08586526,44.91413474
3802,Sen,MD,2006,Zogby,2006-10-02,699,45,37,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3803,Sen,MD,2006,Gallup,2006-10-01,777,54,39,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3804,Sen,MD,2006,Voter-Consumer Research,2006-09-28,701,44,39,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3805,Sen,MD,2006,Mason-Dixon,2006-09-26,724,47,41,2006-11-07,NA,NA,NA,NA,RV,NA,NA,55.08586526,44.91413474
3806,Sen,MD,2006,SurveyUSA,2006-09-19,621,47,48,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3807,Sen,MD,2006,Potomac Inc,2006-09-18,910,51,40,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3808,Sen,MD,2006,Rasmussen,2006-09-13,600,50,43,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3809,Sen,MD,2006,Gonzales Research & Marketing Strategies,2006-08-25,936,44,39,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3810,Sen,MD,2006,Rasmussen,2006-08-09,600,47,42,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3811,Sen,MD,2006,Public Opinion Strategies,2006-08-02,600,43,35,2006-11-07,NA,NA,NA,NA,RV,NA,NA,55.08586526,44.91413474
3812,Sen,MD,2006,Rasmussen,2006-07-19,600,47,41,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3813,Sen,MD,2006,Baltimore Sun/Potomac Inc,2006-07-10,187,47,36,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3814,Sen,MD,2006,Washington Post,2006-06-25,130,49,39,2006-11-07,NA,NA,NA,NA,RV,NA,NA,55.08586526,44.91413474
3815,Sen,MD,2006,Rasmussen,2006-04-18,600,45,35,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3816,Sen,MD,2006,Gonzales Research,2006-04-13,914,49,35,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3817,Sen,MD,2006,Rasmussen,2006-02-19,600,49,35,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3818,Sen,MD,2006,Rasmussen,2006-01-10,600,40,45,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3819,Sen,MD,2006,Rasmussen,2005-11-16,600,49,41,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3820,Sen,MD,2006,Baltimore Sun/Potomac Inc,2005-11-01,27,43,32,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3821,Sen,MD,2006,Baltimore Sun,2005-04-13,27,41,37,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3822,Sen,MD,2006,Mason-Dixon,2006-11-03,724,47,44,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3823,Sen,MD,2006,Rasmussen,2006-10-31,600,50,45,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3824,Sen,MD,2006,Reuters/Zogby,2006-10-31,699,49,44,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3825,Sen,MD,2006,Baltimore Sun,2006-10-30,895,49,43,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3826,Sen,MD,2006,VC Research (R),2006-10-23,701,41,39,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3827,Sen,MD,2006,Zogby Interactive *,2006-10-16,763,51,43,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3828,Sen,MD,2006,Rasmussen,2006-10-10,600,53,44,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3829,Sen,MD,2006,Pub Op Str (R),2006-10-04,895,47,43,2006-11-07,NA,NA,NA,NA,RV,NA,NA,55.08586526,44.91413474
3830,Sen,MD,2006,Reuters/Zogby,2006-10-02,699,45,37,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3831,Sen,MD,2006,USA Today/Gallup,2006-10-01,777,54,39,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3832,Sen,MD,2006,VC Research (R),2006-09-28,701,44,39,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3833,Sen,MD,2006,Mason-Dixon,2006-09-26,724,47,41,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3834,Sen,MD,2006,Potomac,2006-09-18,910,51,40,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3835,Sen,MD,2006,Gonzales Res.,2006-08-25,724,44,39,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3836,Sen,MD,2006,Pub Op Str (R),2006-08-02,600,43,35,2006-11-07,NA,NA,NA,NA,RV,NA,NA,55.08586526,44.91413474
3837,Sen,MD,2006,Rasmussen,2006-07-10,600,47,41,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3838,Sen,MD,2006,Potomac,2006-07-10,187,47,36,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3839,Sen,MD,2006,Washington Post,2006-06-25,985,52,40,2006-11-07,NA,NA,NA,NA,RV,NA,NA,55.08586526,44.91413474
3840,Sen,MD,2006,Gonzales Res.,2006-04-13,914,49,35,2006-11-07,NA,NA,NA,NA,RV,NA,NA,55.08586526,44.91413474
3841,Sen,MD,2006,Potomac,2005-11-01,35,43,32,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3842,Sen,MD,2006,Gonzales Res.,2005-10-21,910,47,38,2006-11-07,NA,NA,NA,NA,RV,NA,NA,55.08586526,44.91413474
3843,Sen,MD,2006,Rasmussen,2005-07-18,600,45,40,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3844,Sen,MD,2006,Potomac,2005-04-13,27,41,37,2006-11-07,NA,NA,NA,NA,LV,NA,NA,55.08586526,44.91413474
3845,Sen,ME,2006,Critical Insights,2006-10-23,699,14,74,2006-11-07,NA,NA,NA,NA,LV,NA,NA,21.7653277,78.2346723
3846,Sen,ME,2006,Rasmussen,2006-10-17,600,24,70,2006-11-07,NA,NA,NA,NA,LV,NA,NA,21.7653277,78.2346723
3847,Sen,ME,2006,Portland Research Group,2006-08-25,995,26,53,2006-11-07,NA,NA,NA,NA,LV,NA,NA,21.7653277,78.2346723
3848,Sen,ME,2006,Rasmussen,2006-08-17,600,20,68,2006-11-07,NA,NA,NA,NA,LV,NA,NA,21.7653277,78.2346723
3849,Sen,ME,2006,Rasmussen,2006-07-19,600,22,69,2006-11-07,NA,NA,NA,NA,LV,NA,NA,21.7653277,78.2346723
3850,Sen,ME,2006,Rasmussen,2006-06-15,600,26,66,2006-11-07,NA,NA,NA,NA,LV,NA,NA,21.7653277,78.2346723
3851,Sen,MI,2006,Polimetrix,2006-11-05,895,55,40,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3852,Sen,MI,2006,SurveyUSA,2006-11-04,786,52,42,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3853,Sen,MI,2006,Strategic Vision,2006-11-04,187,50,44,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3854,Sen,MI,2006,Selzer & Company,2006-11-02,631,53,34,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3855,Sen,MI,2006,Mason-Dixon,2006-11-02,724,53,37,2006-11-07,NA,NA,NA,NA,RV,NA,NA,57.97086686,42.02913314
3856,Sen,MI,2006,EPIC/MRA,2006-11-01,699,51,38,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3857,Sen,MI,2006,Strategic Vision,2006-10-31,187,49,42,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3858,Sen,MI,2006,EPIC/MRA,2006-10-30,699,52,38,2006-11-07,NA,NA,NA,NA,RV,NA,NA,57.97086686,42.02913314
3859,Sen,MI,2006,EPIC/MRA,2006-10-25,699,50,38,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3860,Sen,MI,2006,SurveyUSA,2006-10-24,898,51,44,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3861,Sen,MI,2006,Research 2000,2006-10-24,699,52,41,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3862,Sen,MI,2006,Strategic Vision,2006-10-23,187,48,42,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3863,Sen,MI,2006,Lake Research Partners,2006-10-23,699,53,35,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3864,Sen,MI,2006,Rasmussen,2006-10-22,600,56,40,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3865,Sen,MI,2006,Selzer & Company,2006-10-11,742,48,34,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3866,Sen,MI,2006,SurveyUSA,2006-10-08,869,53,42,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3867,Sen,MI,2006,Rasmussen,2006-10-04,600,56,39,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3868,Sen,MI,2006,EPIC/MRA,2006-10-04,699,48,35,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3869,Sen,MI,2006,Marketing Resource Group,2006-09-19,699,52,30,2006-11-07,NA,NA,NA,NA,RV,NA,NA,57.97086686,42.02913314
3870,Sen,MI,2006,SurveyUSA,2006-09-17,846,54,41,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3871,Sen,MI,2006,Strategic Vision,2006-09-17,895,51,44,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3872,Sen,MI,2006,EPIC/MRA,2006-09-12,707,53,34,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3873,Sen,MI,2006,Rasmussen,2006-08-31,600,51,43,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3874,Sen,MI,2006,Selzer & Company,2006-08-30,898,50,37,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3875,Sen,MI,2006,Strategic Vision,2006-08-27,187,49,42,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3876,Sen,MI,2006,EPIC / MRA,2006-08-22,699,51,38,2006-11-07,NA,NA,NA,NA,AV,NA,NA,57.97086686,42.02913314
3877,Sen,MI,2006,SurveyUSA,2006-08-21,1051,51,42,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3878,Sen,MI,2006,Zogby/WSJ,2006-08-21,38,49.4,45,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3879,Sen,MI,2006,EPIC / MRA,2006-08-14,699,54,42,2006-11-07,NA,NA,NA,NA,AV,NA,NA,57.97086686,42.02913314
3880,Sen,MI,2006,Rasmussen,2006-08-10,600,49,44,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3881,Sen,MI,2006,SurveyUSA,2006-08-08,827,48,41,2006-11-07,NA,NA,NA,NA,RV,NA,NA,57.97086686,42.02913314
3882,Sen,MI,2006,Strategic Vision,2006-07-23,187,52,36,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3883,Sen,MI,2006,Strategic Vision,2006-06-18,187,50,37,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3884,Sen,MI,2006,Strategic Vision,2006-05-21,187,48,36,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3885,Sen,MI,2006,Mitchell Research,2006-05-09,699,49.5,36.5,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3886,Sen,MI,2006,Rasmussen,2006-04-25,600,54,34,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3887,Sen,MI,2006,Strategic Vision,2006-04-19,187,48,38,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
3888,Sen,MI,2006,Rasmussen,2006-03-20,600,51,37,2006-11-07,NA,NA,NA,NA,LV,NA,NA,57.97086686,42.02913314
