election,state,year,pollName,endDate,numberOfRespondents,democratic,republican,electionDate,startDate,someoneElse,undecided,refuseToAnswer,populationType,Mode,check,finalTwoPartyVSDemocratic,finalTwoPartyVSRepublican
Sen,NJ,2006,Opinion Research Associates,2006-10-26,547,294,253,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,NJ,2006,Public Opinion Strategies,2006-10-31,503,258,245,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,CA,2006,Mason-Dixon Polling & Research Inc.,2006-09-25,474,331,143,2006-11-07,NA,NA,NA,NA,NA,NA,NA,62.92573636719801,37.07426363280199
Sen,VA,2006,Gallup,2006-09-27,554,268,286,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.199177330357095,49.800822669642905
Sen,MT,2006,Rasmussen Reports/Pulse Opinion Research,2006-09-13,475,260,215,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.44960215156424,49.550397848435765
Sen,NJ,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-29,465,245,220,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,RI,2006,Fleming & Associates,2006-10-11,352,184,168,2006-11-07,NA,NA,NA,NA,NA,NA,NA,53.519634601960384,46.48036539803962
Sen,FL,2006,Quinnipiac University,2006-10-03,735,477,258,2006-11-07,NA,NA,NA,NA,NA,NA,NA,61.283594906302376,38.71640509369763
Sen,MD,2006,SurveyUSA,2006-10-31,652,326,326,2006-11-07,NA,NA,NA,NA,NA,NA,NA,55.0864144129407,44.913585587059295
Sen,DE,2006,Fairleigh Dickinson University (PublicMind),2006-10-18,431,301,130,2006-11-07,NA,NA,NA,NA,NA,NA,NA,70.98056188055439,29.019438119445613
Sen,OH,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-03,465,250,215,2006-11-07,NA,NA,NA,NA,NA,NA,NA,56.175732366346196,43.82426763365379
Sen,RI,2006,Zogby Interactive/JZ Analytics,2006-10-24,552,318,234,2006-11-07,NA,NA,NA,NA,NA,NA,NA,53.519634601960384,46.48036539803962
Sen,NJ,2006,Gallup,2006-09-27,482,249,233,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,FL,2006,"Schroth, Eldon & Associates",2006-08-06,680,480,200,2006-11-07,NA,NA,NA,NA,NA,NA,NA,61.283594906302376,38.71640509369763
Sen,WA,2006,Elway Research,2006-10-19,347,210,137,2006-11-07,NA,NA,NA,NA,NA,NA,NA,58.74055727715653,41.25944272284346
Sen,RI,2006,Rasmussen Reports/Pulse Opinion Research,2006-08-03,410,220,190,2006-11-07,NA,NA,NA,NA,NA,NA,NA,53.519634601960384,46.48036539803962
Sen,RI,2006,Zogby Interactive/JZ Analytics,2006-09-25,515,270,245,2006-11-07,NA,NA,NA,NA,NA,NA,NA,53.519634601960384,46.48036539803962
Sen,MD,2006,SurveyUSA,2006-09-17,495,245,250,2006-11-07,NA,NA,NA,NA,NA,NA,NA,55.0864144129407,44.913585587059295
Sen,MO,2006,SurveyUSA,2006-11-04,744,396,348,2006-11-07,NA,NA,NA,NA,NA,NA,NA,51.171421140807695,48.8285788591923
Sen,CA,2006,SurveyUSA,2006-10-23,466,299,167,2006-11-07,NA,NA,NA,NA,NA,NA,NA,62.92573636719801,37.07426363280199
Sen,AZ,2006,Arizona State University,2006-08-24,693,304,389,2006-11-07,NA,NA,NA,NA,NA,NA,NA,44.9187339681347,55.0812660318653
Sen,AZ,2006,Northern Arizona University,2006-10-11,329,132,197,2006-11-07,NA,NA,NA,NA,NA,NA,NA,44.9187339681347,55.0812660318653
Sen,NY,2006,Marist College,2006-10-30,486,326,160,2006-11-07,NA,NA,NA,NA,NA,NA,NA,68.36377717121236,31.636222828787634
Sen,OH,2006,Rasmussen Reports/Pulse Opinion Research,2006-09-14,440,235,205,2006-11-07,NA,NA,NA,NA,NA,NA,NA,56.175732366346196,43.82426763365379
Sen,NV,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-31,480,210,270,2006-11-07,NA,NA,NA,NA,NA,NA,NA,42.54360882049269,57.45639117950731
Sen,PA,2006,Quinnipiac University,2006-08-08,1203,650,553,2006-11-07,NA,NA,NA,NA,NA,NA,NA,58.683758394819606,41.316241605180394
Sen,CA,2006,YouGov,2006-10-19,841,499,342,2006-11-07,NA,NA,NA,NA,NA,NA,NA,62.92573636719801,37.07426363280199
Sen,NM,2006,Research & Polling Inc.,2006-08-25,572,417,155,2006-11-07,NA,NA,NA,NA,NA,NA,NA,70.65054792937877,29.34945207062123
Sen,FL,2006,Strategic Vision LLC,2006-08-25,996,756,240,2006-11-07,NA,NA,NA,NA,NA,NA,NA,61.283594906302376,38.71640509369763
Sen,VA,2006,Rasmussen Reports/Pulse Opinion Research,2006-09-11,465,215,250,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.199177330357095,49.800822669642905
Sen,CA,2006,SurveyUSA,2006-08-25,472,294,178,2006-11-07,NA,NA,NA,NA,NA,NA,NA,62.92573636719801,37.07426363280199
Sen,OH,2006,Mason-Dixon Polling & Research Inc.,2006-10-18,550,300,250,2006-11-07,NA,NA,NA,NA,NA,NA,NA,56.175732366346196,43.82426763365379
Sen,NJ,2006,CBS News/New York Times,2006-10-20,435,220,215,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,VT,2006,Rasmussen Reports/Pulse Opinion Research,2006-09-24,480,320,160,2006-11-07,NA,NA,NA,NA,NA,NA,NA,66.89922903859572,33.10077096140428
Sen,FL,2006,SurveyUSA,2006-10-07,472,282,190,2006-11-07,NA,NA,NA,NA,NA,NA,NA,61.283594906302376,38.71640509369763
Sen,NV,2006,YouGov,2006-10-27,381,168,213,2006-11-07,NA,NA,NA,NA,NA,NA,NA,42.54360882049269,57.45639117950731
Sen,MI,2006,SurveyUSA,2006-10-06,733,409,324,2006-11-07,NA,NA,NA,NA,NA,NA,NA,57.97225721782024,42.02774278217974
Sen,CA,2006,Rasmussen Reports/Pulse Opinion Research,2006-09-07,465,290,175,2006-11-07,NA,NA,NA,NA,NA,NA,NA,62.92573636719801,37.07426363280199
Sen,MT,2006,Mason-Dixon Polling & Research Inc.,2006-10-31,586,293,293,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.44960215156424,49.550397848435765
Sen,TN,2006,Mason-Dixon Polling & Research Inc.,2006-09-23,530,268,262,2006-11-07,NA,NA,NA,NA,NA,NA,NA,48.62049398238988,51.37950601761012
Sen,ME,2006,Critical Insights,2006-10-16,528,84,444,2006-11-07,NA,NA,NA,NA,NA,NA,NA,21.762129257888933,78.23787074211107
Sen,VA,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-25,490,240,250,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.199177330357095,49.800822669642905
Sen,NV,2006,Mason-Dixon Polling & Research Inc.,2006-08-12,543,206,337,2006-11-07,NA,NA,NA,NA,NA,NA,NA,42.54360882049269,57.45639117950731
Sen,RI,2006,Rasmussen Reports/Pulse Opinion Research,2006-09-13,470,255,215,2006-11-07,NA,NA,NA,NA,NA,NA,NA,53.519634601960384,46.48036539803962
Sen,VA,2006,SurveyUSA,2006-11-03,711,385,326,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.199177330357095,49.800822669642905
Sen,FL,2006,Mason-Dixon Polling & Research Inc.,2006-10-16,549,356,193,2006-11-07,NA,NA,NA,NA,NA,NA,NA,61.283594906302376,38.71640509369763
Sen,MI,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-04,475,280,195,2006-11-07,NA,NA,NA,NA,NA,NA,NA,57.97225721782024,42.02774278217974
Sen,MT,2006,Harstad Strategic Research Inc.,2006-10-24,595,317,278,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.44960215156424,49.550397848435765
Sen,MO,2006,Zogby Interactive/JZ Analytics,2006-10-24,534,276,258,2006-11-07,NA,NA,NA,NA,NA,NA,NA,51.171421140807695,48.8285788591923
Sen,VA,2006,SurveyUSA,2006-09-26,575,269,306,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.199177330357095,49.800822669642905
Sen,MT,2006,Gallup,2006-08-23,595,307,288,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.44960215156424,49.550397848435765
Sen,PA,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-28,485,275,210,2006-11-07,NA,NA,NA,NA,NA,NA,NA,58.683758394819606,41.316241605180394
Sen,MN,2006,McLaughlin & Associates,2006-09-24,539,294,245,2006-11-07,NA,NA,NA,NA,NA,NA,NA,60.47991442212726,39.520085577872734
Sen,NJ,2006,Quinnipiac University,2006-10-23,824,434,390,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,NJ,2006,Zogby Interactive/JZ Analytics,2006-10-24,516,294,222,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,CA,2006,Rasmussen Reports/Pulse Opinion Research,2006-08-22,450,280,170,2006-11-07,NA,NA,NA,NA,NA,NA,NA,62.92573636719801,37.07426363280199
Sen,OH,2006,Rasmussen Reports/Pulse Opinion Research,2006-08-22,435,225,210,2006-11-07,NA,NA,NA,NA,NA,NA,NA,56.175732366346196,43.82426763365379
Sen,VA,2006,SurveyUSA,2006-09-10,434,210,224,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.199177330357095,49.800822669642905
Sen,NJ,2006,Quinnipiac University,2006-10-30,834,440,394,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,FL,2006,Mason-Dixon Polling & Research Inc.,2006-10-31,574,362,212,2006-11-07,NA,NA,NA,NA,NA,NA,NA,61.283594906302376,38.71640509369763
Sen,RI,2006,Fleming & Associates,2006-08-16,340,168,172,2006-11-07,NA,NA,NA,NA,NA,NA,NA,53.519634601960384,46.48036539803962
Sen,AZ,2006,Mason-Dixon Polling & Research Inc.,2006-10-31,562,256,306,2006-11-07,NA,NA,NA,NA,NA,NA,NA,44.9187339681347,55.0812660318653
Sen,RI,2006,American Research Group,2006-09-15,510,270,240,2006-11-07,NA,NA,NA,NA,NA,NA,NA,53.519634601960384,46.48036539803962
Sen,PA,2006,Strategic Vision LLC,2006-10-20,1092,588,504,2006-11-07,NA,NA,NA,NA,NA,NA,NA,58.683758394819606,41.316241605180394
Sen,VT,2006,Rasmussen Reports/Pulse Opinion Research,2006-08-03,480,310,170,2006-11-07,NA,NA,NA,NA,NA,NA,NA,66.89922903859572,33.10077096140428
Sen,PA,2006,Mason-Dixon Polling & Research Inc.,2006-09-22,556,306,250,2006-11-07,NA,NA,NA,NA,NA,NA,NA,58.683758394819606,41.316241605180394
Sen,AZ,2006,SurveyUSA,2006-10-31,520,224,296,2006-11-07,NA,NA,NA,NA,NA,NA,NA,44.9187339681347,55.0812660318653
Sen,OH,2006,SurveyUSA,2006-08-05,452,246,206,2006-11-07,NA,NA,NA,NA,NA,NA,NA,56.175732366346196,43.82426763365379
Sen,OH,2006,Opinion Research Associates,2006-10-26,525,292,233,2006-11-07,NA,NA,NA,NA,NA,NA,NA,56.175732366346196,43.82426763365379
Sen,MI,2006,Lake Research Partners,2006-10-21,528,318,210,2006-11-07,NA,NA,NA,NA,NA,NA,NA,57.97225721782024,42.02774278217974
Sen,TN,2006,Hamilton Campaigns,2006-10-02,760,408,352,2006-11-07,NA,NA,NA,NA,NA,NA,NA,48.62049398238988,51.37950601761012
Sen,FL,2006,Strategic Vision LLC,2006-11-02,1116,696,420,2006-11-07,NA,NA,NA,NA,NA,NA,NA,61.283594906302376,38.71640509369763
Sen,PA,2006,West Chester University,2006-10-22,534,300,234,2006-11-07,NA,NA,NA,NA,NA,NA,NA,58.683758394819606,41.316241605180394
Sen,MI,2006,Selzer & Co.,2006-08-28,698,401,297,2006-11-07,NA,NA,NA,NA,NA,NA,NA,57.97225721782024,42.02774278217974
Sen,NY,2006,Quinnipiac University,2006-09-26,1224,833,391,2006-11-07,NA,NA,NA,NA,NA,NA,NA,68.36377717121236,31.636222828787634
Sen,PA,2006,Zogby Interactive/JZ Analytics,2006-10-24,528,288,240,2006-11-07,NA,NA,NA,NA,NA,NA,NA,58.683758394819606,41.316241605180394
Sen,RI,2006,Mason-Dixon Polling & Research Inc.,2006-10-31,568,281,287,2006-11-07,NA,NA,NA,NA,NA,NA,NA,53.519634601960384,46.48036539803962
Sen,OH,2006,Mason-Dixon Polling & Research Inc.,2006-10-31,587,312,275,2006-11-07,NA,NA,NA,NA,NA,NA,NA,56.175732366346196,43.82426763365379
Sen,MT,2006,Rasmussen Reports/Pulse Opinion Research,2006-11-01,480,250,230,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.44960215156424,49.550397848435765
Sen,MI,2006,EPIC-MRA,2006-10-30,534,306,228,2006-11-07,NA,NA,NA,NA,NA,NA,NA,57.97225721782024,42.02774278217974
Sen,AZ,2006,Behavior Research Center (Rocky Mountain),2006-09-26,506,225,281,2006-11-07,NA,NA,NA,NA,NA,NA,NA,44.9187339681347,55.0812660318653
Sen,MD,2006,SurveyUSA,2006-10-15,642,321,321,2006-11-07,NA,NA,NA,NA,NA,NA,NA,55.0864144129407,44.913585587059295
Sen,NJ,2006,Quinnipiac University,2006-09-13,639,309,330,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,RI,2006,Rhode Island College,2006-10-23,309,175,134,2006-11-07,NA,NA,NA,NA,NA,NA,NA,53.519634601960384,46.48036539803962
Sen,TX,2006,Rasmussen Reports/Pulse Opinion Research,2006-08-03,460,155,305,2006-11-07,NA,NA,NA,NA,NA,NA,NA,36.879424215975135,63.12057578402486
Sen,MA,2006,University of New Hampshire,2006-10-22,532,386,146,2006-11-07,NA,NA,NA,NA,NA,NA,NA,69.40567089355983,30.59432910644017
Sen,MN,2006,SurveyUSA,2006-10-21,569,333,236,2006-11-07,NA,NA,NA,NA,NA,NA,NA,60.47991442212726,39.520085577872734
Sen,CA,2006,SurveyUSA,2006-09-24,399,244,155,2006-11-07,NA,NA,NA,NA,NA,NA,NA,62.92573636719801,37.07426363280199
Sen,CA,2006,Datamar,2006-11-01,635,373,262,2006-11-07,NA,NA,NA,NA,NA,NA,NA,62.92573636719801,37.07426363280199
Sen,NV,2006,Rasmussen Reports/Pulse Opinion Research,2006-07-31,425,195,230,2006-11-07,NA,NA,NA,NA,NA,NA,NA,42.54360882049269,57.45639117950731
Sen,VA,2006,Zogby Interactive/JZ Analytics,2006-09-25,510,222,288,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.199177330357095,49.800822669642905
Sen,CA,2006,Datamar,2006-09-12,1635,920,715,2006-11-07,NA,NA,NA,NA,NA,NA,NA,62.92573636719801,37.07426363280199
Sen,RI,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-04,465,255,210,2006-11-07,NA,NA,NA,NA,NA,NA,NA,53.519634601960384,46.48036539803962
Sen,MN,2006,Star Tribune,2006-10-06,727,449,278,2006-11-07,NA,NA,NA,NA,NA,NA,NA,60.47991442212726,39.520085577872734
Sen,MN,2006,Star Tribune,2006-09-13,721,459,262,2006-11-07,NA,NA,NA,NA,NA,NA,NA,60.47991442212726,39.520085577872734
Sen,NY,2006,CBS News/New York Times,2006-09-24,660,440,220,2006-11-07,NA,NA,NA,NA,NA,NA,NA,68.36377717121236,31.636222828787634
Sen,TN,2006,Mason-Dixon Polling & Research Inc.,2006-10-18,549,268,281,2006-11-07,NA,NA,NA,NA,NA,NA,NA,48.62049398238988,51.37950601761012
Sen,VA,2006,Roanoke College,2006-10-22,393,190,203,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.199177330357095,49.800822669642905
Sen,MT,2006,Rasmussen Reports/Pulse Opinion Research,2006-08-08,470,235,235,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.44960215156424,49.550397848435765
Sen,CA,2006,Field Research Corp. (Field Poll),2006-10-23,699,437,262,2006-11-07,NA,NA,NA,NA,NA,NA,NA,62.92573636719801,37.07426363280199
Sen,OH,2006,University of Cincinnati (Ohio Poll),2006-11-01,1007,564,443,2006-11-07,NA,NA,NA,NA,NA,NA,NA,56.175732366346196,43.82426763365379
Sen,OH,2006,University of Cincinnati (Ohio Poll),2006-10-09,509,273,236,2006-11-07,NA,NA,NA,NA,NA,NA,NA,56.175732366346196,43.82426763365379
Sen,OH,2006,University of Akron,2006-08-20,387,226,161,2006-11-07,NA,NA,NA,NA,NA,NA,NA,56.175732366346196,43.82426763365379
Sen,MI,2006,Marketing Resource Group (MRG),2006-09-15,492,312,180,2006-11-07,NA,NA,NA,NA,NA,NA,NA,57.97225721782024,42.02774278217974
Sen,MD,2006,Gallup,2006-09-27,630,366,264,2006-11-07,NA,NA,NA,NA,NA,NA,NA,55.0864144129407,44.913585587059295
Sen,MO,2006,Mason-Dixon Polling & Research Inc.,2006-10-17,555,287,268,2006-11-07,NA,NA,NA,NA,NA,NA,NA,51.171421140807695,48.8285788591923
Sen,MO,2006,Rasmussen Reports/Pulse Opinion Research,2006-11-05,485,240,245,2006-11-07,NA,NA,NA,NA,NA,NA,NA,51.171421140807695,48.8285788591923
Sen,NJ,2006,Research 2000,2006-10-23,540,288,252,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,NY,2006,Quinnipiac University,2006-10-11,999,684,315,2006-11-07,NA,NA,NA,NA,NA,NA,NA,68.36377717121236,31.636222828787634
Sen,VA,2006,Mason-Dixon Polling & Research Inc.,2006-11-01,568,287,281,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.199177330357095,49.800822669642905
Sen,MT,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-26,495,255,240,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.44960215156424,49.550397848435765
Sen,WA,2006,SurveyUSA,2006-08-25,767,452,315,2006-11-07,NA,NA,NA,NA,NA,NA,NA,58.74055727715653,41.25944272284346
Sen,TN,2006,Rasmussen Reports/Pulse Opinion Research,2006-08-10,450,210,240,2006-11-07,NA,NA,NA,NA,NA,NA,NA,48.62049398238988,51.37950601761012
Sen,MD,2006,YouGov,2006-10-27,769,409,360,2006-11-07,NA,NA,NA,NA,NA,NA,NA,55.0864144129407,44.913585587059295
Sen,AZ,2006,Rasmussen Reports/Pulse Opinion Research,2006-08-24,435,175,260,2006-11-07,NA,NA,NA,NA,NA,NA,NA,44.9187339681347,55.0812660318653
Sen,MD,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-12,485,265,220,2006-11-07,NA,NA,NA,NA,NA,NA,NA,55.0864144129407,44.913585587059295
Sen,TN,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-11,470,240,230,2006-11-07,NA,NA,NA,NA,NA,NA,NA,48.62049398238988,51.37950601761012
Sen,NJ,2006,Fairleigh Dickinson University (PublicMind),2006-10-25,495,276,219,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,NY,2006,Rasmussen Reports/Pulse Opinion Research,2006-07-31,460,305,155,2006-11-07,NA,NA,NA,NA,NA,NA,NA,68.36377717121236,31.636222828787634
Sen,MN,2006,Gallup,2006-08-23,576,320,256,2006-11-07,NA,NA,NA,NA,NA,NA,NA,60.47991442212726,39.520085577872734
Sen,MI,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-22,480,280,200,2006-11-07,NA,NA,NA,NA,NA,NA,NA,57.97225721782024,42.02774278217974
Sen,WA,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-26,480,270,210,2006-11-07,NA,NA,NA,NA,NA,NA,NA,58.74055727715653,41.25944272284346
Sen,UT,2006,Dan Jones & Associates,2006-09-25,801,230,571,2006-11-07,NA,NA,NA,NA,NA,NA,NA,33.250889550062546,66.74911044993746
Sen,MO,2006,Rasmussen Reports/Pulse Opinion Research,2006-11-02,485,245,240,2006-11-07,NA,NA,NA,NA,NA,NA,NA,51.171421140807695,48.8285788591923
Sen,NV,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-17,475,215,260,2006-11-07,NA,NA,NA,NA,NA,NA,NA,42.54360882049269,57.45639117950731
Sen,VT,2006,Research 2000,2006-10-23,371,227,144,2006-11-07,NA,NA,NA,NA,NA,NA,NA,66.89922903859572,33.10077096140428
Sen,MI,2006,SurveyUSA,2006-09-15,711,404,307,2006-11-07,NA,NA,NA,NA,NA,NA,NA,57.97225721782024,42.02774278217974
Sen,VA,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-29,485,255,230,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.199177330357095,49.800822669642905
Sen,FL,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-02,455,270,185,2006-11-07,NA,NA,NA,NA,NA,NA,NA,61.283594906302376,38.71640509369763
Sen,MN,2006,SurveyUSA,2006-09-25,578,314,264,2006-11-07,NA,NA,NA,NA,NA,NA,NA,60.47991442212726,39.520085577872734
Sen,VA,2006,Rasmussen Reports/Pulse Opinion Research,2006-09-28,460,215,245,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.199177330357095,49.800822669642905
Sen,MT,2006,Zogby Interactive/JZ Analytics,2006-09-25,528,276,252,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.44960215156424,49.550397848435765
Sen,MO,2006,"Normington, Petts & Associates",2006-10-09,728,384,344,2006-11-07,NA,NA,NA,NA,NA,NA,NA,51.171421140807695,48.8285788591923
Sen,NM,2006,Research & Polling Inc.,2006-09-25,557,431,126,2006-11-07,NA,NA,NA,NA,NA,NA,NA,70.65054792937877,29.34945207062123
Sen,OH,2006,SurveyUSA,2006-09-18,459,254,205,2006-11-07,NA,NA,NA,NA,NA,NA,NA,56.175732366346196,43.82426763365379
Sen,OH,2006,SurveyUSA,2006-10-09,484,278,206,2006-11-07,NA,NA,NA,NA,NA,NA,NA,56.175732366346196,43.82426763365379
Sen,MA,2006,YouGov,2006-10-27,750,535,215,2006-11-07,NA,NA,NA,NA,NA,NA,NA,69.40567089355983,30.59432910644017
Sen,TX,2006,Rasmussen Reports/Pulse Opinion Research,2006-08-31,450,160,290,2006-11-07,NA,NA,NA,NA,NA,NA,NA,36.879424215975135,63.12057578402486
Sen,NJ,2006,Marist College,2006-11-01,568,309,259,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,NE,2006,Rasmussen Reports/Pulse Opinion Research,2006-08-10,435,275,160,2006-11-07,NA,NA,NA,NA,NA,NA,NA,63.88279229,36.11720771
Sen,PA,2006,Quinnipiac University,2006-09-19,876,503,373,2006-11-07,NA,NA,NA,NA,NA,NA,NA,58.683758394819606,41.316241605180394
Sen,FL,2006,YouGov,2006-10-27,944,603,341,2006-11-07,NA,NA,NA,NA,NA,NA,NA,61.283594906302376,38.71640509369763
Sen,PA,2006,Rasmussen Reports/Pulse Opinion Research,2006-10-15,485,275,210,2006-11-07,NA,NA,NA,NA,NA,NA,NA,58.683758394819606,41.316241605180394
Sen,NJ,2006,Rutgers University,2006-10-29,440,230,210,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,VA,2006,Mason-Dixon Polling & Research Inc.,2006-09-23,536,268,268,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.199177330357095,49.800822669642905
Sen,MO,2006,Research 2000,2006-10-23,752,376,376,2006-11-07,NA,NA,NA,NA,NA,NA,NA,51.171421140807695,48.8285788591923
Sen,PA,2006,Zogby Interactive/JZ Analytics,2006-09-25,504,288,216,2006-11-07,NA,NA,NA,NA,NA,NA,NA,58.683758394819606,41.316241605180394
Sen,NV,2006,Rasmussen Reports/Pulse Opinion Research,2006-09-06,455,205,250,2006-11-07,NA,NA,NA,NA,NA,NA,NA,42.54360882049269,57.45639117950731
Sen,NJ,2006,Monmouth University,2006-09-18,320,148,172,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,MI,2006,SurveyUSA,2006-11-02,645,357,288,2006-11-07,NA,NA,NA,NA,NA,NA,NA,57.97225721782024,42.02774278217974
Sen,MI,2006,EPIC-MRA,2006-10-26,540,312,228,2006-11-07,NA,NA,NA,NA,NA,NA,NA,57.97225721782024,42.02774278217974
Sen,PA,2006,Greenberg Quinlan Rosner (Democracy Corps),2006-09-18,380,219,161,2006-11-07,NA,NA,NA,NA,NA,NA,NA,58.683758394819606,41.316241605180394
Sen,AZ,2006,SurveyUSA,2006-10-14,430,203,227,2006-11-07,NA,NA,NA,NA,NA,NA,NA,44.9187339681347,55.0812660318653
Sen,NJ,2006,Strategic Vision LLC,2006-08-11,656,336,320,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,MO,2006,Los Angeles Times,2006-10-20,550,266,284,2006-11-07,NA,NA,NA,NA,NA,NA,NA,51.171421140807695,48.8285788591923
Sen,MI,2006,Rasmussen Reports/Pulse Opinion Research,2006-08-31,470,255,215,2006-11-07,NA,NA,NA,NA,NA,NA,NA,57.97225721782024,42.02774278217974
Sen,CA,2006,YouGov,2006-10-27,913,619,294,2006-11-07,NA,NA,NA,NA,NA,NA,NA,62.92573636719801,37.07426363280199
Sen,FL,2006,Strategic Vision LLC,2006-10-20,1116,696,420,2006-11-07,NA,NA,NA,NA,NA,NA,NA,61.283594906302376,38.71640509369763
Sen,MI,2006,Research 2000,2006-10-23,557,312,245,2006-11-07,NA,NA,NA,NA,NA,NA,NA,57.97225721782024,42.02774278217974
Sen,TN,2006,Opinion Research Associates,2006-10-26,519,238,281,2006-11-07,NA,NA,NA,NA,NA,NA,NA,48.62049398238988,51.37950601761012
Sen,FL,2006,Rasmussen Reports/Pulse Opinion Research,2006-09-22,445,280,165,2006-11-07,NA,NA,NA,NA,NA,NA,NA,61.283594906302376,38.71640509369763
Sen,NJ,2006,Zogby Interactive/JZ Analytics,2006-09-25,480,270,210,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,NJ,2006,Rasmussen Reports/Pulse Opinion Research,2006-11-01,455,240,215,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,ME,2006,Portland Research Group,2006-08-16,721,237,484,2006-11-07,NA,NA,NA,NA,NA,NA,NA,21.762129257888933,78.23787074211107
Sen,VA,2006,ABC News/Washington Post,2006-10-10,962,471,491,2006-11-07,NA,NA,NA,NA,NA,NA,NA,50.199177330357095,49.800822669642905
Sen,TN,2006,Gallup,2006-09-27,568,299,269,2006-11-07,NA,NA,NA,NA,NA,NA,NA,48.62049398238988,51.37950601761012
Sen,NJ,2006,Rasmussen Reports/Pulse Opinion Research,2006-09-22,405,200,205,2006-11-07,NA,NA,NA,NA,NA,NA,NA,54.61808281476615,45.38191718523385
Sen,MD,2006,Zogby Interactive/JZ Analytics,2006-09-25,492,270,222,2006-11-07,NA,NA,NA,NA,NA,NA,NA,55.0864144129407,44.913585587059295
Sen,OH,2006,YouGov,2006-10-27,982,581,401,2006-11-07,NA,NA,NA,NA,NA,NA,NA,56.175732366346196,43.82426763365379
Sen,FL,2006,SurveyUSA,2006-11-02,647,402,245,2006-11-07,NA,NA,NA,NA,NA,NA,NA,61.283594906302376,38.71640509369763
Sen,RI,2006,Rasmussen Reports/Pulse Opinion Research,2006-08-23,430,220,210,2006-11-07,NA,NA,NA,NA,NA,NA,NA,53.519634601960384,46.48036539803962
Sen,OH,2006,Zogby Interactive/JZ Analytics,2006-10-24,546,294,252,2006-11-07,NA,NA,NA,NA,NA,NA,NA,56.175732366346196,43.82426763365379
